0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.052084,0.053683,0.055575,0.057603,0.059955,0.062716,0.065968,0.069797,0.074286,0.079520,0.085582,0.092557,0.100529,0.109581,0.119798,0.131264,0.144063,0.158278,0.173995,0.191297,0.210267,0.230991,0.253553,0.278035,0.304523,0.333101,0.363852,0.396860,0.432210,0.469986,0.510255,0.553026,0.598298,0.646062,0.696305,0.749017,0.804246,0.865442,0.930655,0.997763,1.064729,1.129238,1.185417,1.232645,1.270364,1.297891,1.314434,1.318964,1.311335,1.290281,1.254471,1.203412,1.136331,1.052454,0.951009,0.831223,0.692324,0.533538,0.370202,0.227816,0.117032,0.011404,0.000278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.057101,0.058769,0.060708,0.062780,0.065163,0.067945,0.071213,0.075056,0.079560,0.084812,0.090901,0.097913,0.105937,0.115059,0.125367,0.136948,0.149890,0.164281,0.180207,0.197756,0.217016,0.238074,0.261017,0.285933,0.312910,0.342034,0.373394,0.407076,0.443168,0.481758,0.522901,0.566531,0.612567,0.660912,0.711456,0.764102,0.818861,0.879141,0.942961,1.008172,1.072959,1.135129,1.188959,1.233977,1.269845,1.295972,1.311548,1.315290,1.307683,1.286965,1.251255,1.200338,1.133444,1.049801,0.948638,0.829186,0.690674,0.532331,0.369449,0.227460,0.116984,0.011651,0.000556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.062118,0.063856,0.065841,0.067956,0.070370,0.073174,0.076459,0.080315,0.084833,0.090104,0.096220,0.103269,0.111345,0.120537,0.130936,0.142632,0.155718,0.170283,0.186419,0.204216,0.223765,0.245156,0.268482,0.293832,0.321297,0.350968,0.382936,0.417292,0.454126,0.493530,0.535546,0.580035,0.626836,0.675762,0.726607,0.779186,0.833477,0.892840,0.955268,1.018580,1.081189,1.141021,1.192500,1.235309,1.269325,1.294053,1.308662,1.311616,1.304030,1.283649,1.248040,1.197265,1.130557,1.047148,0.946268,0.827150,0.689024,0.531123,0.368697,0.227104,0.116937,0.011897,0.000833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.067135,0.068942,0.070974,0.073132,0.075578,0.078403,0.081704,0.085573,0.090106,0.095396,0.101538,0.108626,0.116753,0.126014,0.136504,0.148317,0.161546,0.176286,0.192631,0.210675,0.230513,0.252239,0.275946,0.301730,0.329683,0.359901,0.392478,0.427508,0.465084,0.505302,0.548191,0.593540,0.641104,0.690612,0.741758,0.794271,0.848092,0.906539,0.967574,1.028988,1.089419,1.146912,1.196041,1.236641,1.268806,1.292133,1.305775,1.307942,1.300377,1.280334,1.244824,1.194191,1.127670,1.044495,0.943897,0.825113,0.687374,0.529915,0.367944,0.226748,0.116889,0.012144,0.001111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.072152,0.074028,0.076106,0.078309,0.080785,0.083633,0.086949,0.090832,0.095379,0.100688,0.106857,0.113982,0.122161,0.131492,0.142073,0.154001,0.167374,0.182288,0.198843,0.217135,0.237262,0.259321,0.283411,0.309628,0.338070,0.368835,0.402020,0.437724,0.476042,0.517074,0.560837,0.607044,0.655373,0.705462,0.756909,0.809355,0.862707,0.920239,0.979881,1.039397,1.097650,1.152804,1.199582,1.237972,1.268287,1.290214,1.302889,1.304268,1.296724,1.277018,1.241608,1.191118,1.124784,1.041841,0.941527,0.823076,0.685724,0.528708,0.367192,0.226391,0.116842,0.012391,0.001389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.077169,0.079114,0.081239,0.083485,0.085992,0.088862,0.092194,0.096091,0.100653,0.105980,0.112175,0.119338,0.127569,0.136970,0.147642,0.159685,0.173201,0.188291,0.205055,0.223595,0.244011,0.266404,0.290875,0.317526,0.346457,0.377769,0.411563,0.447940,0.487000,0.528846,0.573482,0.620549,0.669642,0.720311,0.772060,0.824440,0.877323,0.933938,0.992187,1.049805,1.105880,1.158696,1.203123,1.239304,1.267767,1.288295,1.300003,1.300594,1.293072,1.273703,1.238392,1.188044,1.121897,1.039188,0.939156,0.821039,0.684074,0.527500,0.366439,0.226035,0.116794,0.012638,0.001667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.082186,0.084200,0.086372,0.088662,0.091200,0.094091,0.097440,0.101350,0.105926,0.111273,0.117494,0.124694,0.132977,0.142448,0.153211,0.165370,0.179029,0.194294,0.211267,0.230054,0.250759,0.273486,0.298340,0.325424,0.354843,0.386702,0.421105,0.458155,0.497958,0.540618,0.586127,0.634053,0.683911,0.735161,0.787211,0.839524,0.891938,0.947637,1.004494,1.060213,1.114110,1.164587,1.206665,1.240636,1.267248,1.286376,1.297117,1.296920,1.289419,1.270387,1.235176,1.184971,1.119010,1.036535,0.936786,0.819002,0.682424,0.526293,0.365686,0.225679,0.116747,0.012885,0.001944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.087203,0.089286,0.091505,0.093838,0.096407,0.099320,0.102685,0.106609,0.111199,0.116565,0.122812,0.130050,0.138385,0.147926,0.158779,0.171054,0.184857,0.200296,0.217479,0.236514,0.257508,0.280569,0.305804,0.333322,0.363230,0.395636,0.430647,0.468371,0.508917,0.552390,0.598772,0.647558,0.698180,0.750011,0.802362,0.854609,0.906554,0.961336,1.016800,1.070622,1.122340,1.170479,1.210206,1.241968,1.266729,1.284456,1.294230,1.293246,1.285766,1.267072,1.231961,1.181897,1.116124,1.033882,0.934415,0.816965,0.680775,0.525085,0.364934,0.225323,0.116700,0.013131,0.002222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.092220,0.094373,0.096638,0.099014,0.101615,0.104550,0.107930,0.111867,0.116473,0.121857,0.128131,0.135406,0.143793,0.153403,0.164348,0.176738,0.190685,0.206299,0.223691,0.242973,0.264256,0.287651,0.313269,0.341220,0.371617,0.404569,0.440189,0.478587,0.519875,0.564162,0.611418,0.661063,0.712449,0.764861,0.817513,0.869693,0.921169,0.975035,1.029107,1.081030,1.130570,1.176370,1.213747,1.243300,1.266209,1.282537,1.291344,1.289572,1.282113,1.263756,1.228745,1.178823,1.113237,1.031229,0.932045,0.814929,0.679125,0.523877,0.364181,0.224967,0.116652,0.013378,0.002500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
