0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.028734,0.030372,0.032292,0.034343,0.036704,0.039458,0.042684,0.046463,0.050876,0.056001,0.061921,0.068715,0.076463,0.085247,0.095147,0.106242,0.118614,0.132343,0.147509,0.164192,0.182473,0.202433,0.224152,0.247710,0.273187,0.300665,0.330222,0.361941,0.395901,0.432183,0.470866,0.512032,0.555761,0.602155,0.651239,0.703031,0.757535,0.814746,0.878492,0.947713,1.021256,1.097876,1.176112,1.250810,1.321702,1.388541,1.451107,1.509241,1.562525,1.610529,1.652806,1.688895,1.718404,1.740943,1.756120,1.763546,1.745171,1.703269,1.641502,1.564980,1.480077,1.412449,1.362496,1.326467,1.301230,1.282045,1.262860,1.243675,1.224490,1.205305,1.186121,1.166936,1.147751,1.128566,1.109381,1.090196,1.071011,1.051826,1.032641,1.013457,0.994272,0.975087,0.955902,0.936717,0.917532,0.898347,0.879162,0.859978,0.840793,0.821608,0.802423,0.783238,0.764053,0.744868,0.725683,0.706499,0.687314,0.668129,0.648944,0.629759,0.610574,0.591389,0.572204,0.553019,0.533835,0.514650,0.495465,0.476280,0.457095,0.437910,0.418725,0.399540,0.380356,0.361171,0.341986,0.322801,0.303616,0.284431,0.265246,0.246061,0.226877,0.207692,0.188507,0.169322,0.150137,0.130952,0.111767,0.092582,0.073397,0.054213,0.035755,0.017055,0.000293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.034885,0.036597,0.038567,0.040664,0.043059,0.045836,0.049079,0.052872,0.057298,0.062442,0.068387,0.075218,0.083017,0.091870,0.101860,0.113071,0.125587,0.139491,0.154868,0.171802,0.190376,0.210674,0.232781,0.256780,0.282754,0.310789,0.340968,0.373374,0.408092,0.445206,0.484799,0.526955,0.571758,0.619336,0.669664,0.722696,0.778367,0.836591,0.901069,0.970698,1.044282,1.120532,1.197821,1.271107,1.340243,1.405130,1.465718,1.522080,1.573775,1.620332,1.661251,1.695999,1.724187,1.745425,1.759324,1.765494,1.745939,1.702926,1.640107,1.562630,1.476778,1.408294,1.358782,1.322860,1.297697,1.278568,1.259440,1.240311,1.221183,1.202055,1.182926,1.163798,1.144669,1.125541,1.106412,1.087284,1.068155,1.049027,1.029898,1.010770,0.991642,0.972513,0.953385,0.934256,0.915128,0.895999,0.876871,0.857742,0.838614,0.819485,0.800357,0.781229,0.762100,0.742972,0.723843,0.704715,0.685586,0.666458,0.647329,0.628201,0.609072,0.589944,0.570816,0.551687,0.532559,0.513430,0.494302,0.475173,0.456045,0.436916,0.417788,0.398659,0.379531,0.360403,0.341274,0.322146,0.303017,0.283889,0.264760,0.245632,0.226503,0.207375,0.188246,0.169118,0.149990,0.130861,0.111733,0.092604,0.073476,0.054347,0.035944,0.017299,0.000587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.041036,0.042822,0.044842,0.046986,0.049414,0.052214,0.055474,0.059280,0.063721,0.068882,0.074853,0.081720,0.089571,0.098493,0.108573,0.119900,0.132559,0.146639,0.162228,0.179411,0.198278,0.218915,0.241410,0.265849,0.292322,0.320914,0.351713,0.384807,0.420283,0.458229,0.498731,0.541878,0.587756,0.636518,0.688089,0.742361,0.799199,0.858435,0.923645,0.993683,1.067309,1.143188,1.219530,1.291404,1.358784,1.421718,1.480329,1.534919,1.585024,1.630135,1.669695,1.703103,1.729970,1.749908,1.762528,1.767442,1.746707,1.702582,1.638711,1.560279,1.473479,1.404140,1.355069,1.319252,1.294164,1.275092,1.256020,1.236948,1.217876,1.198804,1.179732,1.160660,1.141588,1.122516,1.103443,1.084371,1.065299,1.046227,1.027155,1.008083,0.989011,0.969939,0.950867,0.931795,0.912723,0.893651,0.874579,0.855507,0.836435,0.817363,0.798291,0.779219,0.760147,0.741075,0.722003,0.702931,0.683859,0.664787,0.645715,0.626643,0.607571,0.588499,0.569427,0.550355,0.531283,0.512211,0.493139,0.474067,0.454995,0.435922,0.416850,0.397778,0.378706,0.359634,0.340562,0.321490,0.302418,0.283346,0.264274,0.245202,0.226130,0.207058,0.187986,0.168914,0.149842,0.130770,0.111698,0.092626,0.073554,0.054482,0.036133,0.017543,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.047187,0.049047,0.051117,0.053308,0.055769,0.058593,0.061869,0.065689,0.070143,0.075323,0.081319,0.088223,0.096125,0.105116,0.115286,0.126728,0.139531,0.153787,0.169587,0.187021,0.206180,0.227156,0.250039,0.274919,0.301889,0.331038,0.362458,0.396240,0.432474,0.471252,0.512663,0.556800,0.603753,0.653700,0.706513,0.762027,0.820031,0.880279,0.946222,1.016668,1.090335,1.165844,1.241238,1.311700,1.377325,1.438307,1.494940,1.547758,1.596274,1.639938,1.678140,1.710207,1.735753,1.754391,1.765732,1.769389,1.747474,1.702239,1.637315,1.557928,1.470179,1.399986,1.351356,1.315645,1.290631,1.271615,1.252600,1.233584,1.214568,1.195553,1.176537,1.157522,1.138506,1.119490,1.100475,1.081459,1.062444,1.043428,1.024412,1.005397,0.986381,0.967365,0.948350,0.929334,0.910319,0.891303,0.872287,0.853272,0.834256,0.815241,0.796225,0.777209,0.758194,0.739178,0.720163,0.701147,0.682131,0.663116,0.644100,0.625085,0.606069,0.587053,0.568038,0.549022,0.530007,0.510991,0.491975,0.472960,0.453944,0.434929,0.415913,0.396897,0.377882,0.358866,0.339851,0.320835,0.301819,0.282804,0.263788,0.244773,0.225757,0.206741,0.187726,0.168710,0.149695,0.130679,0.111663,0.092648,0.073632,0.054617,0.036322,0.017786,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.053338,0.055272,0.057392,0.059629,0.062124,0.064971,0.068264,0.072097,0.076566,0.081764,0.087786,0.094726,0.102679,0.111738,0.122000,0.133557,0.146504,0.160936,0.176947,0.194631,0.214083,0.235397,0.258667,0.283989,0.311456,0.341163,0.373203,0.407673,0.444665,0.484275,0.526596,0.571723,0.619751,0.670882,0.724938,0.781692,0.840863,0.902123,0.968798,1.039653,1.113361,1.188500,1.262947,1.331997,1.395866,1.454896,1.509550,1.560597,1.607524,1.649741,1.686584,1.717311,1.741536,1.758873,1.768936,1.771337,1.748242,1.701896,1.635919,1.555577,1.466880,1.395832,1.347643,1.312038,1.287098,1.268139,1.249179,1.230220,1.211261,1.192302,1.173343,1.154383,1.135424,1.116465,1.097506,1.078547,1.059588,1.040628,1.021669,1.002710,0.983751,0.964792,0.945833,0.926873,0.907914,0.888955,0.869996,0.851037,0.832077,0.813118,0.794159,0.775200,0.756241,0.737282,0.718322,0.699363,0.680404,0.661445,0.642486,0.623527,0.604567,0.585608,0.566649,0.547690,0.528731,0.509771,0.490812,0.471853,0.452894,0.433935,0.414976,0.396016,0.377057,0.358098,0.339139,0.320180,0.301221,0.282261,0.263302,0.244343,0.225384,0.206425,0.187465,0.168506,0.149547,0.130588,0.111629,0.092670,0.073710,0.054751,0.036511,0.018030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.059489,0.061497,0.063667,0.065951,0.068479,0.071349,0.074658,0.078506,0.082988,0.088204,0.094252,0.101229,0.109232,0.118361,0.128713,0.140385,0.153476,0.168084,0.184306,0.202240,0.221985,0.243638,0.267296,0.293059,0.321023,0.351287,0.383949,0.419106,0.456856,0.497298,0.540528,0.586646,0.635748,0.688064,0.743363,0.801357,0.861696,0.923967,0.991375,1.062638,1.136387,1.211156,1.284656,1.352294,1.414407,1.471484,1.524161,1.573436,1.618773,1.659544,1.695029,1.724415,1.747320,1.763356,1.772139,1.773285,1.749010,1.701553,1.634524,1.553226,1.463581,1.391677,1.343929,1.308431,1.283565,1.264662,1.245759,1.226856,1.207954,1.189051,1.170148,1.151245,1.132343,1.113440,1.094537,1.075634,1.056732,1.037829,1.018926,1.000023,0.981121,0.962218,0.943315,0.924412,0.905510,0.886607,0.867704,0.848801,0.829899,0.810996,0.792093,0.773190,0.754288,0.735385,0.716482,0.697579,0.678677,0.659774,0.640871,0.621968,0.603066,0.584163,0.565260,0.546357,0.527455,0.508552,0.489649,0.470746,0.451844,0.432941,0.414038,0.395135,0.376233,0.357330,0.338427,0.319524,0.300622,0.281719,0.262816,0.243913,0.225011,0.206108,0.187205,0.168302,0.149400,0.130497,0.111594,0.092691,0.073789,0.054886,0.036700,0.018274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.065640,0.067722,0.069942,0.072273,0.074834,0.077727,0.081053,0.084914,0.089411,0.094645,0.100718,0.107731,0.115786,0.124984,0.135426,0.147214,0.160449,0.175232,0.191665,0.209850,0.229887,0.251879,0.275925,0.302129,0.330590,0.361412,0.394694,0.430539,0.469047,0.510321,0.554461,0.601569,0.651746,0.705245,0.761788,0.821022,0.882528,0.945811,1.013951,1.085623,1.159413,1.233812,1.306365,1.372590,1.432948,1.488073,1.538772,1.586275,1.630023,1.669347,1.703473,1.731520,1.753103,1.767839,1.775343,1.775233,1.749778,1.701210,1.633128,1.550876,1.460282,1.387523,1.340216,1.304823,1.280032,1.261185,1.242339,1.223493,1.204646,1.185800,1.166954,1.148107,1.129261,1.110415,1.091568,1.072722,1.053876,1.035029,1.016183,0.997337,0.978490,0.959644,0.940798,0.921951,0.903105,0.884259,0.865413,0.846566,0.827720,0.808874,0.790027,0.771181,0.752335,0.733488,0.714642,0.695796,0.676949,0.658103,0.639257,0.620410,0.601564,0.582718,0.563871,0.545025,0.526179,0.507332,0.488486,0.469640,0.450793,0.431947,0.413101,0.394254,0.375408,0.356562,0.337715,0.318869,0.300023,0.281176,0.262330,0.243484,0.224638,0.205791,0.186945,0.168099,0.149252,0.130406,0.111560,0.092713,0.073867,0.055021,0.036889,0.018518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.071791,0.073947,0.076217,0.078594,0.081189,0.084105,0.087448,0.091322,0.095833,0.101086,0.107184,0.114234,0.122340,0.131607,0.142139,0.154042,0.167421,0.182380,0.199025,0.217460,0.237790,0.260119,0.284554,0.311199,0.340158,0.371536,0.405439,0.441972,0.481238,0.523344,0.568393,0.616491,0.667743,0.722427,0.780212,0.840688,0.903360,0.967655,1.036527,1.108609,1.182439,1.256468,1.328074,1.392887,1.451489,1.504662,1.553382,1.599114,1.641272,1.679150,1.711917,1.738624,1.758886,1.772321,1.778547,1.777181,1.750545,1.700866,1.631732,1.548525,1.456983,1.383369,1.336503,1.301216,1.276499,1.257709,1.238919,1.220129,1.201339,1.182549,1.163759,1.144969,1.126179,1.107390,1.088600,1.069810,1.051020,1.032230,1.013440,0.994650,0.975860,0.957070,0.938280,0.919491,0.900701,0.881911,0.863121,0.844331,0.825541,0.806751,0.787961,0.769171,0.750381,0.731592,0.712802,0.694012,0.675222,0.656432,0.637642,0.618852,0.600062,0.581272,0.562483,0.543693,0.524903,0.506113,0.487323,0.468533,0.449743,0.430953,0.412163,0.393373,0.374584,0.355794,0.337004,0.318214,0.299424,0.280634,0.261844,0.243054,0.224264,0.205474,0.186685,0.167895,0.149105,0.130315,0.111525,0.092735,0.073945,0.055155,0.037077,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.077942,0.080172,0.082492,0.084916,0.087544,0.090483,0.093843,0.097731,0.102256,0.107526,0.113651,0.120737,0.128894,0.138230,0.148852,0.160871,0.174394,0.189529,0.206384,0.225069,0.245692,0.268360,0.293183,0.320268,0.349725,0.381661,0.416185,0.453405,0.493429,0.536367,0.582325,0.631414,0.683741,0.739609,0.798637,0.860353,0.924192,0.989499,1.059104,1.131594,1.205465,1.279123,1.349783,1.413184,1.470030,1.521250,1.567993,1.611953,1.652522,1.688953,1.720362,1.745728,1.764669,1.776804,1.781751,1.779129,1.751313,1.700523,1.630337,1.546174,1.453683,1.379215,1.332790,1.297609,1.272966,1.254232,1.235499,1.216765,1.198032,1.179298,1.160565,1.141831,1.123098,1.104364,1.085631,1.066897,1.048164,1.029430,1.010697,0.991964,0.973230,0.954497,0.935763,0.917030,0.898296,0.879563,0.860829,0.842096,0.823362,0.804629,0.785895,0.767162,0.748428,0.729695,0.710961,0.692228,0.673494,0.654761,0.636028,0.617294,0.598561,0.579827,0.561094,0.542360,0.523627,0.504893,0.486160,0.467426,0.448693,0.429959,0.411226,0.392492,0.373759,0.355025,0.336292,0.317559,0.298825,0.280092,0.261358,0.242625,0.223891,0.205158,0.186424,0.167691,0.148957,0.130224,0.111490,0.092757,0.074023,0.055290,0.037266,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
