0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.070235,0.070503,0.071188,0.072030,0.073275,0.074994,0.077259,0.080143,0.083716,0.088052,0.093222,0.099298,0.106352,0.114456,0.123681,0.134101,0.145787,0.158811,0.173244,0.189160,0.206629,0.225723,0.246516,0.269078,0.293482,0.319800,0.348103,0.378464,0.410954,0.445646,0.482611,0.521847,0.563345,0.607088,0.653047,0.701183,0.751522,0.804084,0.858888,0.915955,0.975304,1.036957,1.101282,1.166530,1.230484,1.290846,1.345590,1.391893,1.428921,1.456176,1.473303,1.479668,1.474197,1.456767,1.426936,1.384264,1.328309,1.258599,1.177806,1.089654,0.998912,0.911397,0.830064,0.754805,0.684556,0.617291,0.550026,0.482761,0.415495,0.348230,0.280965,0.213700,0.146435,0.090305,0.030463,0.000315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.075388,0.075751,0.076505,0.077414,0.078713,0.080477,0.082782,0.085705,0.089323,0.093710,0.098944,0.105100,0.112256,0.120487,0.129869,0.140478,0.152391,0.165685,0.180434,0.196716,0.214607,0.234182,0.255519,0.278692,0.303780,0.330857,0.360000,0.391286,0.424789,0.460588,0.498757,0.539223,0.581904,0.626694,0.673469,0.722084,0.772522,0.824755,0.878756,0.934496,0.991949,1.051086,1.112229,1.174141,1.234752,1.291935,1.344205,1.388940,1.424912,1.451567,1.468641,1.475302,1.469849,1.452473,1.422737,1.380199,1.324422,1.254932,1.174395,1.086522,0.996068,0.908829,0.827753,0.752733,0.682706,0.615654,0.548602,0.481549,0.414497,0.347445,0.280393,0.213340,0.146288,0.090336,0.030683,0.000631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.080541,0.080998,0.081822,0.082799,0.084151,0.085959,0.088305,0.091268,0.094929,0.099368,0.104666,0.110903,0.118160,0.126518,0.136056,0.146855,0.158995,0.172558,0.187624,0.204272,0.222585,0.242641,0.264521,0.288307,0.314078,0.341914,0.371898,0.404108,0.438625,0.475530,0.514903,0.556600,0.600462,0.646300,0.693891,0.742985,0.793522,0.845426,0.898624,0.953038,1.008594,1.065215,1.123176,1.181752,1.239020,1.293024,1.342821,1.385987,1.420903,1.446959,1.463979,1.470936,1.465500,1.448180,1.418538,1.376135,1.320535,1.251266,1.170985,1.083391,0.993223,0.906262,0.825443,0.750661,0.680856,0.614017,0.547177,0.480338,0.413499,0.346659,0.279820,0.212981,0.146141,0.090366,0.030904,0.000946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.085694,0.086246,0.087140,0.088183,0.089589,0.091442,0.093828,0.096830,0.100535,0.105026,0.110388,0.116706,0.124065,0.132549,0.142243,0.153231,0.165600,0.179432,0.194814,0.211829,0.230563,0.251099,0.273524,0.297921,0.324375,0.352972,0.383795,0.416930,0.452460,0.490472,0.531049,0.573977,0.619021,0.665906,0.714314,0.763886,0.814522,0.866098,0.918492,0.971580,1.025238,1.079345,1.134123,1.189363,1.243288,1.294112,1.341436,1.383035,1.416893,1.442351,1.459316,1.466570,1.461151,1.443886,1.414338,1.372071,1.316648,1.247599,1.167574,1.080259,0.990378,0.903694,0.823133,0.748589,0.679006,0.612380,0.545753,0.479127,0.412500,0.345874,0.279247,0.212621,0.145994,0.090397,0.031124,0.001262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.090848,0.091493,0.092457,0.093567,0.095026,0.096925,0.099350,0.102393,0.106141,0.110684,0.116110,0.122509,0.129969,0.138579,0.148430,0.159608,0.172204,0.186306,0.202004,0.219385,0.238541,0.259558,0.282526,0.307535,0.334673,0.364029,0.395692,0.429752,0.466296,0.505414,0.547196,0.591354,0.637580,0.685512,0.734736,0.784787,0.835521,0.886769,0.938360,0.990121,1.041883,1.093474,1.145069,1.196974,1.247556,1.295201,1.340052,1.380082,1.412884,1.437743,1.454654,1.462204,1.456803,1.439593,1.410139,1.368007,1.312761,1.243933,1.164163,1.077127,0.987534,0.901126,0.820822,0.746517,0.677156,0.610743,0.544329,0.477916,0.411502,0.345088,0.278675,0.212261,0.145847,0.090428,0.031344,0.001577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.096001,0.096741,0.097774,0.098951,0.100464,0.102407,0.104873,0.107956,0.111747,0.116342,0.121832,0.128311,0.135873,0.144610,0.154617,0.165985,0.178808,0.193180,0.209193,0.226942,0.246518,0.268016,0.291529,0.317149,0.344971,0.375086,0.407590,0.442574,0.480131,0.520356,0.563342,0.608731,0.656139,0.705118,0.755158,0.805687,0.856521,0.907441,0.958228,1.008663,1.058528,1.107603,1.156016,1.204585,1.251824,1.296290,1.338667,1.377129,1.408875,1.433135,1.449992,1.457838,1.452454,1.435299,1.405940,1.363943,1.308874,1.240266,1.160752,1.073995,0.984689,0.898559,0.818512,0.744444,0.675307,0.609106,0.542905,0.476704,0.410503,0.344303,0.278102,0.211901,0.145700,0.090458,0.031564,0.001893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.101154,0.101988,0.103091,0.104335,0.105902,0.107890,0.110396,0.113518,0.117353,0.122000,0.127554,0.134114,0.141777,0.150641,0.160804,0.172361,0.185412,0.200054,0.216383,0.234498,0.254496,0.276475,0.300532,0.326764,0.355269,0.386144,0.419487,0.455396,0.493967,0.535299,0.579488,0.626108,0.674697,0.724724,0.775580,0.826588,0.877521,0.928112,0.978096,1.027204,1.075172,1.121733,1.166963,1.212197,1.256092,1.297379,1.337283,1.374176,1.404866,1.428527,1.445329,1.453472,1.448105,1.431006,1.401741,1.359879,1.304987,1.236600,1.157341,1.070863,0.981844,0.895991,0.816202,0.742372,0.673457,0.607469,0.541481,0.475493,0.409505,0.343517,0.277529,0.211541,0.145553,0.090489,0.031784,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.106307,0.107236,0.108409,0.109719,0.111340,0.113373,0.115919,0.119081,0.122960,0.127658,0.133276,0.139917,0.147682,0.156672,0.166991,0.178738,0.192016,0.206928,0.223573,0.242055,0.262474,0.284934,0.309534,0.336378,0.365566,0.397201,0.431384,0.468218,0.507802,0.550241,0.595634,0.643485,0.693256,0.744329,0.796002,0.847489,0.898521,0.948784,0.997964,1.045746,1.091817,1.135862,1.177910,1.219808,1.260360,1.298468,1.335898,1.371223,1.400857,1.423919,1.440667,1.449106,1.443756,1.426712,1.397542,1.355815,1.301100,1.232933,1.153931,1.067731,0.979000,0.893423,0.813891,0.740300,0.671607,0.605832,0.540057,0.474282,0.408507,0.342732,0.276957,0.211181,0.145406,0.090520,0.032004,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.111460,0.112483,0.113726,0.115103,0.116778,0.118855,0.121442,0.124643,0.128566,0.133315,0.138998,0.145720,0.153586,0.162703,0.173178,0.185115,0.198621,0.213801,0.230763,0.249611,0.270452,0.293392,0.318537,0.345992,0.375864,0.408259,0.443282,0.481040,0.521638,0.565183,0.611780,0.660862,0.711815,0.763935,0.816424,0.868390,0.919521,0.969455,1.017831,1.064287,1.108461,1.149991,1.188857,1.227419,1.264628,1.299556,1.334513,1.368270,1.396848,1.419310,1.436005,1.444740,1.439408,1.422418,1.393343,1.351751,1.297213,1.229267,1.150520,1.064600,0.976155,0.890855,0.811581,0.738228,0.669757,0.604195,0.538633,0.473070,0.407508,0.341946,0.276384,0.210822,0.145259,0.090551,0.032224,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
